center,left,right,steering,throttle,brake,speed
/Users/kanhua/Desktop/drive/IMG/center_2017_03_09_14_50_09_926.jpg,/Users/kanhua/Desktop/drive/IMG/left_2017_03_09_14_50_09_926.jpg,/Users/kanhua/Desktop/drive/IMG/right_2017_03_09_14_50_09_926.jpg,0,0,0,8.45561
/Users/kanhua/Desktop/drive/IMG/center_2017_03_09_14_50_10_001.jpg,/Users/kanhua/Desktop/drive/IMG/left_2017_03_09_14_50_10_001.jpg,/Users/kanhua/Desktop/drive/IMG/right_2017_03_09_14_50_10_001.jpg,0,0,0,8.388773
/Users/kanhua/Desktop/drive/IMG/center_2017_03_09_14_50_10_084.jpg,/Users/kanhua/Desktop/drive/IMG/left_2017_03_09_14_50_10_084.jpg,/Users/kanhua/Desktop/drive/IMG/right_2017_03_09_14_50_10_084.jpg,0,0,0,8.322477
/Users/kanhua/Desktop/drive/IMG/center_2017_03_09_14_50_10_162.jpg,/Users/kanhua/Desktop/drive/IMG/left_2017_03_09_14_50_10_162.jpg,/Users/kanhua/Desktop/drive/IMG/right_2017_03_09_14_50_10_162.jpg,0,0,0,8.256718
/Users/kanhua/Desktop/drive/IMG/center_2017_03_09_14_50_10_236.jpg,/Users/kanhua/Desktop/drive/IMG/left_2017_03_09_14_50_10_236.jpg,/Users/kanhua/Desktop/drive/IMG/right_2017_03_09_14_50_10_236.jpg,0,0,0,8.20717
/Users/kanhua/Desktop/drive/IMG/center_2017_03_09_14_50_10_310.jpg,/Users/kanhua/Desktop/drive/IMG/left_2017_03_09_14_50_10_310.jpg,/Users/kanhua/Desktop/drive/IMG/right_2017_03_09_14_50_10_310.jpg,0,0,0,8.141212
/Users/kanhua/Desktop/drive/IMG/center_2017_03_09_14_50_10_386.jpg,/Users/kanhua/Desktop/drive/IMG/left_2017_03_09_14_50_10_386.jpg,/Users/kanhua/Desktop/drive/IMG/right_2017_03_09_14_50_10_386.jpg,0,0,0,8.075786
/Users/kanhua/Desktop/drive/IMG/center_2017_03_09_14_50_10_455.jpg,/Users/kanhua/Desktop/drive/IMG/left_2017_03_09_14_50_10_455.jpg,/Users/kanhua/Desktop/drive/IMG/right_2017_03_09_14_50_10_455.jpg,0,0,0,8.027059
/Users/kanhua/Desktop/drive/IMG/center_2017_03_09_14_50_10_538.jpg,/Users/kanhua/Desktop/drive/IMG/left_2017_03_09_14_50_10_538.jpg,/Users/kanhua/Desktop/drive/IMG/right_2017_03_09_14_50_10_538.jpg,0,0,0,7.962545
/Users/kanhua/Desktop/drive/IMG/center_2017_03_09_14_50_10_645.jpg,/Users/kanhua/Desktop/drive/IMG/left_2017_03_09_14_50_10_645.jpg,/Users/kanhua/Desktop/drive/IMG/right_2017_03_09_14_50_10_645.jpg,0,0,0,7.866746
/Users/kanhua/Desktop/drive/IMG/center_2017_03_09_14_50_10_715.jpg,/Users/kanhua/Desktop/drive/IMG/left_2017_03_09_14_50_10_715.jpg,/Users/kanhua/Desktop/drive/IMG/right_2017_03_09_14_50_10_715.jpg,0,0,0,7.81928
/Users/kanhua/Desktop/drive/IMG/center_2017_03_09_14_50_10_785.jpg,/Users/kanhua/Desktop/drive/IMG/left_2017_03_09_14_50_10_785.jpg,/Users/kanhua/Desktop/drive/IMG/right_2017_03_09_14_50_10_785.jpg,0,0,0,7.756437
/Users/kanhua/Desktop/drive/IMG/center_2017_03_09_14_50_10_891.jpg,/Users/kanhua/Desktop/drive/IMG/left_2017_03_09_14_50_10_891.jpg,/Users/kanhua/Desktop/drive/IMG/right_2017_03_09_14_50_10_891.jpg,0,0,0,7.678594
/Users/kanhua/Desktop/drive/IMG/center_2017_03_09_14_50_10_992.jpg,/Users/kanhua/Desktop/drive/IMG/left_2017_03_09_14_50_10_992.jpg,/Users/kanhua/Desktop/drive/IMG/right_2017_03_09_14_50_10_992.jpg,0,0,0,7.601532
/Users/kanhua/Desktop/drive/IMG/center_2017_03_09_14_50_11_060.jpg,/Users/kanhua/Desktop/drive/IMG/left_2017_03_09_14_50_11_060.jpg,/Users/kanhua/Desktop/drive/IMG/right_2017_03_09_14_50_11_060.jpg,0,0,0,7.540439
/Users/kanhua/Desktop/drive/IMG/center_2017_03_09_14_50_11_171.jpg,/Users/kanhua/Desktop/drive/IMG/left_2017_03_09_14_50_11_171.jpg,/Users/kanhua/Desktop/drive/IMG/right_2017_03_09_14_50_11_171.jpg,-0.1,0,0,7.46274
/Users/kanhua/Desktop/drive/IMG/center_2017_03_09_14_50_11_260.jpg,/Users/kanhua/Desktop/drive/IMG/left_2017_03_09_14_50_11_260.jpg,/Users/kanhua/Desktop/drive/IMG/right_2017_03_09_14_50_11_260.jpg,-0.35,0,0,7.359858
/Users/kanhua/Desktop/drive/IMG/center_2017_03_09_14_50_11_355.jpg,/Users/kanhua/Desktop/drive/IMG/left_2017_03_09_14_50_11_355.jpg,/Users/kanhua/Desktop/drive/IMG/right_2017_03_09_14_50_11_355.jpg,-0.5500001,0,0,7.257452
/Users/kanhua/Desktop/drive/IMG/center_2017_03_09_14_50_11_455.jpg,/Users/kanhua/Desktop/drive/IMG/left_2017_03_09_14_50_11_455.jpg,/Users/kanhua/Desktop/drive/IMG/right_2017_03_09_14_50_11_455.jpg,-0.8000001,0,0,7.107068
/Users/kanhua/Desktop/drive/IMG/center_2017_03_09_14_50_11_530.jpg,/Users/kanhua/Desktop/drive/IMG/left_2017_03_09_14_50_11_530.jpg,/Users/kanhua/Desktop/drive/IMG/right_2017_03_09_14_50_11_530.jpg,-1,0,0,6.96605
/Users/kanhua/Desktop/drive/IMG/center_2017_03_09_14_50_11_621.jpg,/Users/kanhua/Desktop/drive/IMG/left_2017_03_09_14_50_11_621.jpg,/Users/kanhua/Desktop/drive/IMG/right_2017_03_09_14_50_11_621.jpg,0,0,0,6.755219
/Users/kanhua/Desktop/drive/IMG/center_2017_03_09_14_50_11_702.jpg,/Users/kanhua/Desktop/drive/IMG/left_2017_03_09_14_50_11_702.jpg,/Users/kanhua/Desktop/drive/IMG/right_2017_03_09_14_50_11_702.jpg,0,0,0,6.69619
/Users/kanhua/Desktop/drive/IMG/center_2017_03_09_14_50_11_775.jpg,/Users/kanhua/Desktop/drive/IMG/left_2017_03_09_14_50_11_775.jpg,/Users/kanhua/Desktop/drive/IMG/right_2017_03_09_14_50_11_775.jpg,0,0,0,6.655548
/Users/kanhua/Desktop/drive/IMG/center_2017_03_09_14_50_11_852.jpg,/Users/kanhua/Desktop/drive/IMG/left_2017_03_09_14_50_11_852.jpg,/Users/kanhua/Desktop/drive/IMG/right_2017_03_09_14_50_11_852.jpg,0,0,0,6.602026
/Users/kanhua/Desktop/drive/IMG/center_2017_03_09_14_50_11_927.jpg,/Users/kanhua/Desktop/drive/IMG/left_2017_03_09_14_50_11_927.jpg,/Users/kanhua/Desktop/drive/IMG/right_2017_03_09_14_50_11_927.jpg,0,0,0,6.548968
/Users/kanhua/Desktop/drive/IMG/center_2017_03_09_14_50_12_005.jpg,/Users/kanhua/Desktop/drive/IMG/left_2017_03_09_14_50_12_005.jpg,/Users/kanhua/Desktop/drive/IMG/right_2017_03_09_14_50_12_005.jpg,0,0,0,6.496336
/Users/kanhua/Desktop/drive/IMG/center_2017_03_09_14_50_12_132.jpg,/Users/kanhua/Desktop/drive/IMG/left_2017_03_09_14_50_12_132.jpg,/Users/kanhua/Desktop/drive/IMG/right_2017_03_09_14_50_12_132.jpg,0,0.3785881,0,6.842217
/Users/kanhua/Desktop/drive/IMG/center_2017_03_09_14_50_12_218.jpg,/Users/kanhua/Desktop/drive/IMG/left_2017_03_09_14_50_12_218.jpg,/Users/kanhua/Desktop/drive/IMG/right_2017_03_09_14_50_12_218.jpg,0,0.387108,0,7.223405
/Users/kanhua/Desktop/drive/IMG/center_2017_03_09_14_50_12_327.jpg,/Users/kanhua/Desktop/drive/IMG/left_2017_03_09_14_50_12_327.jpg,/Users/kanhua/Desktop/drive/IMG/right_2017_03_09_14_50_12_327.jpg,0,0.06088507,0,7.374724
/Users/kanhua/Desktop/drive/IMG/center_2017_03_09_14_50_12_407.jpg,/Users/kanhua/Desktop/drive/IMG/left_2017_03_09_14_50_12_407.jpg,/Users/kanhua/Desktop/drive/IMG/right_2017_03_09_14_50_12_407.jpg,-0.2,0,0,7.310319
/Users/kanhua/Desktop/drive/IMG/center_2017_03_09_14_50_12_477.jpg,/Users/kanhua/Desktop/drive/IMG/left_2017_03_09_14_50_12_477.jpg,/Users/kanhua/Desktop/drive/IMG/right_2017_03_09_14_50_12_477.jpg,-0.35,0,0,7.245783
/Users/kanhua/Desktop/drive/IMG/center_2017_03_09_14_50_12_551.jpg,/Users/kanhua/Desktop/drive/IMG/left_2017_03_09_14_50_12_551.jpg,/Users/kanhua/Desktop/drive/IMG/right_2017_03_09_14_50_12_551.jpg,-0.5500001,0,0,7.145101
/Users/kanhua/Desktop/drive/IMG/center_2017_03_09_14_50_12_634.jpg,/Users/kanhua/Desktop/drive/IMG/left_2017_03_09_14_50_12_634.jpg,/Users/kanhua/Desktop/drive/IMG/right_2017_03_09_14_50_12_634.jpg,-0.7500002,0,0,7.028948
/Users/kanhua/Desktop/drive/IMG/center_2017_03_09_14_50_12_725.jpg,/Users/kanhua/Desktop/drive/IMG/left_2017_03_09_14_50_12_725.jpg,/Users/kanhua/Desktop/drive/IMG/right_2017_03_09_14_50_12_725.jpg,0,0,0,6.885496
/Users/kanhua/Desktop/drive/IMG/center_2017_03_09_14_50_12_806.jpg,/Users/kanhua/Desktop/drive/IMG/left_2017_03_09_14_50_12_806.jpg,/Users/kanhua/Desktop/drive/IMG/right_2017_03_09_14_50_12_806.jpg,-0.2,0,0,6.825971
/Users/kanhua/Desktop/drive/IMG/center_2017_03_09_14_50_12_909.jpg,/Users/kanhua/Desktop/drive/IMG/left_2017_03_09_14_50_12_909.jpg,/Users/kanhua/Desktop/drive/IMG/right_2017_03_09_14_50_12_909.jpg,-0.45,0,0,6.724034
/Users/kanhua/Desktop/drive/IMG/center_2017_03_09_14_50_13_005.jpg,/Users/kanhua/Desktop/drive/IMG/left_2017_03_09_14_50_13_005.jpg,/Users/kanhua/Desktop/drive/IMG/right_2017_03_09_14_50_13_005.jpg,-0.7,0,0,6.596246
/Users/kanhua/Desktop/drive/IMG/center_2017_03_09_14_50_13_080.jpg,/Users/kanhua/Desktop/drive/IMG/left_2017_03_09_14_50_13_080.jpg,/Users/kanhua/Desktop/drive/IMG/right_2017_03_09_14_50_13_080.jpg,-0.9000002,0,0,6.476076
/Users/kanhua/Desktop/drive/IMG/center_2017_03_09_14_50_13_177.jpg,/Users/kanhua/Desktop/drive/IMG/left_2017_03_09_14_50_13_177.jpg,/Users/kanhua/Desktop/drive/IMG/right_2017_03_09_14_50_13_177.jpg,0,0,0,6.320595
/Users/kanhua/Desktop/drive/IMG/center_2017_03_09_14_50_13_293.jpg,/Users/kanhua/Desktop/drive/IMG/left_2017_03_09_14_50_13_293.jpg,/Users/kanhua/Desktop/drive/IMG/right_2017_03_09_14_50_13_293.jpg,0,0.1589431,0,6.307431
/Users/kanhua/Desktop/drive/IMG/center_2017_03_09_14_50_13_377.jpg,/Users/kanhua/Desktop/drive/IMG/left_2017_03_09_14_50_13_377.jpg,/Users/kanhua/Desktop/drive/IMG/right_2017_03_09_14_50_13_377.jpg,0,0.4122511,0,6.582084
/Users/kanhua/Desktop/drive/IMG/center_2017_03_09_14_50_13_454.jpg,/Users/kanhua/Desktop/drive/IMG/left_2017_03_09_14_50_13_454.jpg,/Users/kanhua/Desktop/drive/IMG/right_2017_03_09_14_50_13_454.jpg,0,0.641682,0,7.083549
/Users/kanhua/Desktop/drive/IMG/center_2017_03_09_14_50_13_533.jpg,/Users/kanhua/Desktop/drive/IMG/left_2017_03_09_14_50_13_533.jpg,/Users/kanhua/Desktop/drive/IMG/right_2017_03_09_14_50_13_533.jpg,0,0.8803591,0,7.802768
/Users/kanhua/Desktop/drive/IMG/center_2017_03_09_14_50_13_618.jpg,/Users/kanhua/Desktop/drive/IMG/left_2017_03_09_14_50_13_618.jpg,/Users/kanhua/Desktop/drive/IMG/right_2017_03_09_14_50_13_618.jpg,0,1,0,8.695476
/Users/kanhua/Desktop/drive/IMG/center_2017_03_09_14_50_13_688.jpg,/Users/kanhua/Desktop/drive/IMG/left_2017_03_09_14_50_13_688.jpg,/Users/kanhua/Desktop/drive/IMG/right_2017_03_09_14_50_13_688.jpg,0,1,0,9.592501
/Users/kanhua/Desktop/drive/IMG/center_2017_03_09_14_50_13_766.jpg,/Users/kanhua/Desktop/drive/IMG/left_2017_03_09_14_50_13_766.jpg,/Users/kanhua/Desktop/drive/IMG/right_2017_03_09_14_50_13_766.jpg,0,1,0,10.48247
/Users/kanhua/Desktop/drive/IMG/center_2017_03_09_14_50_13_838.jpg,/Users/kanhua/Desktop/drive/IMG/left_2017_03_09_14_50_13_838.jpg,/Users/kanhua/Desktop/drive/IMG/right_2017_03_09_14_50_13_838.jpg,0,1,0,11.14536
/Users/kanhua/Desktop/drive/IMG/center_2017_03_09_14_50_13_915.jpg,/Users/kanhua/Desktop/drive/IMG/left_2017_03_09_14_50_13_915.jpg,/Users/kanhua/Desktop/drive/IMG/right_2017_03_09_14_50_13_915.jpg,0,1,0,12.15362
/Users/kanhua/Desktop/drive/IMG/center_2017_03_09_14_50_13_987.jpg,/Users/kanhua/Desktop/drive/IMG/left_2017_03_09_14_50_13_987.jpg,/Users/kanhua/Desktop/drive/IMG/right_2017_03_09_14_50_13_987.jpg,0,1,0,12.86011
/Users/kanhua/Desktop/drive/IMG/center_2017_03_09_14_50_14_074.jpg,/Users/kanhua/Desktop/drive/IMG/left_2017_03_09_14_50_14_074.jpg,/Users/kanhua/Desktop/drive/IMG/right_2017_03_09_14_50_14_074.jpg,0,1,0,13.80529
/Users/kanhua/Desktop/drive/IMG/center_2017_03_09_14_50_14_168.jpg,/Users/kanhua/Desktop/drive/IMG/left_2017_03_09_14_50_14_168.jpg,/Users/kanhua/Desktop/drive/IMG/right_2017_03_09_14_50_14_168.jpg,0,1,0,14.76181
/Users/kanhua/Desktop/drive/IMG/center_2017_03_09_14_50_14_265.jpg,/Users/kanhua/Desktop/drive/IMG/left_2017_03_09_14_50_14_265.jpg,/Users/kanhua/Desktop/drive/IMG/right_2017_03_09_14_50_14_265.jpg,0,0.7084779,0,15.66756
/Users/kanhua/Desktop/drive/IMG/center_2017_03_09_14_50_14_334.jpg,/Users/kanhua/Desktop/drive/IMG/left_2017_03_09_14_50_14_334.jpg,/Users/kanhua/Desktop/drive/IMG/right_2017_03_09_14_50_14_334.jpg,0,0.5009949,0,15.89648
/Users/kanhua/Desktop/drive/IMG/center_2017_03_09_14_50_14_432.jpg,/Users/kanhua/Desktop/drive/IMG/left_2017_03_09_14_50_14_432.jpg,/Users/kanhua/Desktop/drive/IMG/right_2017_03_09_14_50_14_432.jpg,-0.15,0.208066,0,16.25385
/Users/kanhua/Desktop/drive/IMG/center_2017_03_09_14_50_14_516.jpg,/Users/kanhua/Desktop/drive/IMG/left_2017_03_09_14_50_14_516.jpg,/Users/kanhua/Desktop/drive/IMG/right_2017_03_09_14_50_14_516.jpg,-0.35,0,0,16.18208
/Users/kanhua/Desktop/drive/IMG/center_2017_03_09_14_50_14_603.jpg,/Users/kanhua/Desktop/drive/IMG/left_2017_03_09_14_50_14_603.jpg,/Users/kanhua/Desktop/drive/IMG/right_2017_03_09_14_50_14_603.jpg,0,0,0,15.73895
/Users/kanhua/Desktop/drive/IMG/center_2017_03_09_14_50_14_692.jpg,/Users/kanhua/Desktop/drive/IMG/left_2017_03_09_14_50_14_692.jpg,/Users/kanhua/Desktop/drive/IMG/right_2017_03_09_14_50_14_692.jpg,0,0,0,15.86736
/Users/kanhua/Desktop/drive/IMG/center_2017_03_09_14_50_14_766.jpg,/Users/kanhua/Desktop/drive/IMG/left_2017_03_09_14_50_14_766.jpg,/Users/kanhua/Desktop/drive/IMG/right_2017_03_09_14_50_14_766.jpg,0,0,0,15.73435
/Users/kanhua/Desktop/drive/IMG/center_2017_03_09_14_50_14_822.jpg,/Users/kanhua/Desktop/drive/IMG/left_2017_03_09_14_50_14_822.jpg,/Users/kanhua/Desktop/drive/IMG/right_2017_03_09_14_50_14_822.jpg,-0.1,0,0,15.60405
/Users/kanhua/Desktop/drive/IMG/center_2017_03_09_14_50_14_898.jpg,/Users/kanhua/Desktop/drive/IMG/left_2017_03_09_14_50_14_898.jpg,/Users/kanhua/Desktop/drive/IMG/right_2017_03_09_14_50_14_898.jpg,-0.25,0,0,15.25272
/Users/kanhua/Desktop/drive/IMG/center_2017_03_09_14_50_15_000.jpg,/Users/kanhua/Desktop/drive/IMG/left_2017_03_09_14_50_15_000.jpg,/Users/kanhua/Desktop/drive/IMG/right_2017_03_09_14_50_15_000.jpg,-0.45,0,0,15.06473
/Users/kanhua/Desktop/drive/IMG/center_2017_03_09_14_50_15_061.jpg,/Users/kanhua/Desktop/drive/IMG/left_2017_03_09_14_50_15_061.jpg,/Users/kanhua/Desktop/drive/IMG/right_2017_03_09_14_50_15_061.jpg,0,0,0,15.12899
/Users/kanhua/Desktop/drive/IMG/center_2017_03_09_14_50_15_165.jpg,/Users/kanhua/Desktop/drive/IMG/left_2017_03_09_14_50_15_165.jpg,/Users/kanhua/Desktop/drive/IMG/right_2017_03_09_14_50_15_165.jpg,-0.1,0,0,15.00327
/Users/kanhua/Desktop/drive/IMG/center_2017_03_09_14_50_15_244.jpg,/Users/kanhua/Desktop/drive/IMG/left_2017_03_09_14_50_15_244.jpg,/Users/kanhua/Desktop/drive/IMG/right_2017_03_09_14_50_15_244.jpg,-0.3,0,0,14.85492
/Users/kanhua/Desktop/drive/IMG/center_2017_03_09_14_50_15_325.jpg,/Users/kanhua/Desktop/drive/IMG/left_2017_03_09_14_50_15_325.jpg,/Users/kanhua/Desktop/drive/IMG/right_2017_03_09_14_50_15_325.jpg,-0.5000001,0,0,14.67029
/Users/kanhua/Desktop/drive/IMG/center_2017_03_09_14_50_15_407.jpg,/Users/kanhua/Desktop/drive/IMG/left_2017_03_09_14_50_15_407.jpg,/Users/kanhua/Desktop/drive/IMG/right_2017_03_09_14_50_15_407.jpg,0,0,0,14.49277
/Users/kanhua/Desktop/drive/IMG/center_2017_03_09_14_50_15_478.jpg,/Users/kanhua/Desktop/drive/IMG/left_2017_03_09_14_50_15_478.jpg,/Users/kanhua/Desktop/drive/IMG/right_2017_03_09_14_50_15_478.jpg,0,0,0,14.364
/Users/kanhua/Desktop/drive/IMG/center_2017_03_09_14_50_15_552.jpg,/Users/kanhua/Desktop/drive/IMG/left_2017_03_09_14_50_15_552.jpg,/Users/kanhua/Desktop/drive/IMG/right_2017_03_09_14_50_15_552.jpg,0,0,0,14.03068
